D:\JEREMY\CHROMATOGRAMS\20201105_170701_OPALL2N_BLEND8\20201105_170701_OPALL2N_BLEND8_2MIN.d  5 Nov 20  10:22 am
Start of data points
3.89322,102915
3.89952,155251
3.90583,146323
3.91213,90301
3.91845,51764
3.92475,40394
3.93107,44890
3.93737,64647
3.94368,74375
3.94998,54101
3.9563,31241
3.9626,22037
3.96892,23220
3.97522,24980
3.98153,26601
3.98783,27107
3.99415,24548
4.00047,23713
4.00677,25822
4.01308,28374
4.01938,24149
4.0257,23649
4.032,22819
4.03832,22674
4.04462,25119
4.05093,25336
4.05723,28630
4.06355,28475
4.06985,27762
4.07617,26484
4.08247,27481
4.08878,26447
4.09508,26298
4.1014,22331
4.1077,20515
4.11402,17692
4.12032,18766
4.12663,21347
4.13293,33616
4.13925,62582
4.14555,89773
4.15187,84684
4.15817,56102
4.16448,33771
4.1708,23188
4.1771,19196
4.18342,18789
4.18972,14823
4.19603,14352
4.20233,12281
4.20865,12841
4.21495,14396
4.22127,13619
4.22757,14144
4.23388,12794
4.24018,13612
4.2465,12443
4.2528,14640
4.25912,15182
4.26542,14101
4.27173,14532
4.27803,13310
4.28435,13618
4.29065,12535
4.29697,15165
4.30327,16681
4.30958,17137
4.31588,15964
4.3222,15328
4.3285,14402
4.33482,13787
4.34112,15057
4.34743,17075
4.35375,18914
4.36005,21071
4.36637,23012
4.37267,19479
4.37898,18096
4.38528,14055
4.3916,15172
4.3979,14046
4.40422,16971
4.41052,24784
4.41683,49426
4.42313,86151
4.42945,108297
4.43575,90397
4.44207,55271
4.44837,31236
4.45468,16370
4.46098,13460
4.4673,13439
4.4736,13065
4.47992,15584
4.48622,16258
4.49253,18064
4.49883,14684
4.50515,13673
4.51145,17278
4.51777,20139
4.52408,17513
4.53038,16717
4.5367,15798
4.543,16557
4.54932,20047
4.55562,31194
4.56193,40843
4.56823,49654
4.57455,40717
4.58085,35142
4.58717,36172
4.59347,44844
4.59978,47304
4.60608,45677
4.6124,49488
4.6187,55126
4.62502,64250
4.63132,88970
4.63763,160964
4.64393,258930
4.65025,304298
4.65655,241598
4.66287,143068
4.66917,76030
4.67548,46802
4.68178,29761
4.6881,21781
4.69442,14837
4.70072,13244
4.70703,13286
4.71333,15876
4.71965,22319
4.72595,33404
4.73227,35596
4.73857,38497
4.74488,41834
4.75118,42987
4.7575,33938
4.7638,23640
4.77012,17797
4.77642,13477
4.78273,12666
4.78903,12740
4.79535,14118
4.80165,22784
4.80797,19905
4.81427,17911
4.82058,14274
4.82688,13762
4.8332,12967
4.8395,14826
4.84582,13333
4.85212,13382
4.85843,13486
4.86475,11641
4.87105,13200
4.87737,12433
4.88367,13442
4.88998,14703
4.89628,15782
4.9026,21322
4.9089,24786
4.91522,28958
4.92152,28755
4.92783,29423
4.93413,30482
4.94045,32273
4.94675,32778
4.95307,30497
4.95937,27488
4.96568,22651
4.97198,22689
4.9783,22779
4.9846,23073
