D:\JEREMY\CHROMATOGRAMS\20170621 SLOWRAMP3 AND 12SCENT\170701_OPall2_smp.d  6 Jul 17  12:08 am
Start of data points
3.89313,173542
3.89945,178908
3.90575,176823
3.91207,172367
3.91837,169045
3.92468,163336
3.93098,162068
3.9373,154046
3.9436,141969
3.94992,145991
3.95622,152244
3.96253,170761
3.96883,179517
3.97515,164545
3.98145,149958
3.98777,140324
3.99407,132082
4.00038,125822
4.00668,134952
4.013,137383
4.0193,136605
4.02562,146150
4.03192,141627
4.03823,141561
4.04455,135945
4.05085,125798
4.05717,126356
4.06347,122240
4.06978,122108
4.07608,117353
4.0824,116959
4.0887,114967
4.09502,120700
4.10132,128883
4.10763,127366
4.11393,120587
4.12025,122735
4.12655,127800
4.13287,126589
4.13917,121065
4.14548,111511
4.15178,107116
4.1581,100812
4.1644,100871
4.17072,103856
4.17702,102611
4.18333,98351
4.18963,102224
4.19595,104093
4.20225,100387
4.20857,98919
4.21488,98637
4.22118,99613
4.2275,97947
4.2338,103453
4.24012,107680
4.24642,106183
4.25273,102613
4.25903,99395
4.26535,102961
4.27165,111468
4.27797,114757
4.28427,111507
4.29058,117570
4.29688,123472
4.3032,127428
4.3095,128498
4.31582,114688
4.32212,104776
4.32843,102662
4.33473,96950
4.34105,91091
4.34735,88196
4.35367,87675
4.35997,91288
4.36628,89090
4.37258,87989
4.3789,98537
4.38522,121488
4.39152,174403
4.39783,234163
4.40413,230828
4.41045,173694
4.41675,138180
4.42307,104223
4.42937,90858
4.43568,85612
4.44198,79966
4.4483,82928
4.4546,79589
4.46092,85145
4.46722,86517
4.47353,82560
4.47983,78109
4.48615,70364
4.49245,75567
4.49877,74806
4.50507,75125
4.51138,77530
4.51768,70857
4.524,71920
4.5303,66501
4.53662,70058
4.54292,74227
4.54923,70886
4.55555,71578
4.56185,77273
4.56817,82154
4.57447,95668
4.58078,101175
4.58708,104981
4.5934,126812
4.5997,159450
4.60602,185746
4.61232,172338
4.61863,138756
4.62493,112591
4.63125,124173
4.63755,154950
4.64387,176842
4.65017,161475
4.65648,126912
4.66278,90386
4.6691,77133
4.6754,74323
4.68172,77062
4.68802,90651
4.69433,112986
4.70063,141597
4.70695,143245
4.71325,111770
4.71957,92752
4.72588,78990
4.73218,77715
4.7385,80402
4.7448,82022
4.75112,80542
4.75742,77767
4.76373,77177
4.77003,75385
4.77635,72272
4.78265,72105
4.78897,69797
4.79527,66048
4.80158,68281
4.80788,67145
4.8142,71518
4.8205,72000
4.82682,70550
4.83312,65501
4.83943,63480
4.84573,62623
4.85205,63098
4.85835,63879
4.86467,60369
4.87097,63511
4.87728,65556
4.88358,62467
4.8899,64477
4.8962,62746
4.90252,68315
4.90883,66047
4.91513,68446
4.92145,75999
4.92775,84515
4.93407,90801
4.94037,95843
4.94668,88306
4.95298,84716
4.9593,90091
4.9656,84575
4.97192,91412
4.97822,95009
4.98453,91095
4.99083,91630
4.99715,88293
5.00345,94602
5.00977,116828
5.01607,151030
5.02238,178250
5.02868,188373
5.035,160601
5.0413,132581
5.04762,116170
5.05392,109517
5.06023,105667
5.06653,101530
5.07285,94634
5.07917,91740
5.08547,92030
5.09178,93558
5.09808,89480
5.1044,98123
5.1107,124278
5.11702,161053
5.12332,202118
5.12963,223307
5.13593,203503
5.14225,171796
5.14855,146956
5.15487,131467
5.16117,133148
5.16748,157424
5.17378,180693
5.1801,211522
5.1864,215626
5.19272,191103
5.19902,148776
5.20533,128630
5.21163,119838
5.21795,122658
5.22425,114948
5.23057,123010
5.23687,132446
5.24318,148524
5.2495,188546
5.2558,270811
5.26212,378230
5.26842,434612
5.27473,410111
5.28103,321202
5.28735,234964
5.29365,161468
5.29997,125788
5.30627,104139
5.31258,99654
5.31888,97811
5.3252,99797
5.3315,119086
5.33782,172335
5.34412,215733
5.35043,265383
5.35673,242368
5.36305,197703
5.36935,154832
5.37567,135479
5.38197,130235
5.38828,156050
5.39458,185526
5.4009,223012
5.4072,223712
5.41352,208985
5.41983,164441
5.42613,139197
5.43245,182416
5.43875,243985
5.44507,225707
5.45137,219804
5.45768,194868
5.46398,148852
5.4703,182176
5.4766,95145
5.48292,84501
5.48922,76400
5.49553,75097
5.50183,78347
5.50815,75310
5.51445,79386
5.52077,77090
5.52707,76783
5.53338,80204
5.53968,86460
5.546,84367
5.5523,81100
5.55862,81782
5.56492,76051
5.57123,76904
5.57753,74186
5.58385,71521
5.59017,70863
5.59647,67649
5.60278,69768
5.60908,69388
5.6154,69095
5.6217,72738
5.62802,70198
5.63432,69758
5.64063,67633
5.64693,70425
5.65325,64044
5.65955,64809
5.66587,67371
5.67217,65101
5.67848,66528
5.68478,66978
5.6911,62057
5.6974,65877
5.70372,64491
5.71002,66985
5.71633,70152
5.72263,66401
5.72895,69445
5.73525,71397
5.74157,70069
5.74787,67502
5.75418,74474
5.76048,81070
5.7668,90440
5.77312,96191
5.77942,101423
5.78573,104582
5.79203,115702
5.79835,126570
5.80465,119929
5.81097,111171
5.81727,90477
5.82358,76813
5.82988,69520
5.8362,63276
5.8425,61623
5.84882,59958
5.85512,64517
5.86143,61661
5.86773,60992
5.87405,59555
5.88035,63532
5.88667,58930
5.89297,60049
5.89928,59424
5.90558,59279
5.9119,60781
5.9182,62188
5.92452,61600
5.93082,63531
5.93713,64461
5.94345,67399
5.94975,75369
5.95607,102336
5.96237,143859
5.96868,198613
5.97498,234499
5.9813,226235
5.9876,181906
5.99392,122528
6.00022,84386
6.00653,62386
6.01283,58941
6.01915,58019
6.02545,58784
6.03177,55848
