% SensorRevision=2013-02-26 15:04
% SerialNumber=111002
% LaserColor=Blue
% AutoBaselineEnabled=true
% AutoBaselineStart=521
% AutoBaselineInterval=10
% AutoBaselineAveragingTime=10
% AutoBaselineFlushTime=45
% AutoSaveEnabled=true
% AutoSaveInterval=5
% ExactSampleTime=0.88
%       7     744    3280       1
%    3742      15      10      45
%      10     521       5       3
%   20000    2.50  834.00   98.81
%  -85.92   77.00   27.60     0.0
%     0.0     0.0     0.0     1.0
%     1.2  429.22    0.10  -27.80
%  142.30      10       4  111002
IgorTime,NO2,RawLoss,Pressure,Temperature,Signal,Unused,Status,LastBaseline,Timestamp
3602722796,1.086,453.380,720.50,310.40,-5155.36,131.68, 10004,429.221,2018/08/11 04:29:02
3602722797,1.017,453.309,720.50,310.40,-5187.86,131.69, 10004,429.221,2018/08/11 04:29:03
3602722798,1.027,453.320,720.50,310.40,-5187.86,131.68, 10004,429.221,2018/08/11 04:29:04
3602722799,1.054,453.348,720.50,310.40,-5187.06,131.69, 10004,429.221,2018/08/11 04:29:05
3602722800,1.145,453.442,720.50,310.40,-5188.65,131.68, 10004,429.221,2018/08/11 04:29:06
3602722801,1.127,453.423,720.50,310.40,-5187.86,131.68, 10004,429.221,2018/08/11 04:29:07
3602722803,1.081,453.377,720.56,310.40,-5187.86,131.68, 10004,429.221,2018/08/11 04:29:08
3602722804,1.068,453.362,720.50,310.40,-5187.06,131.69, 10004,429.221,2018/08/11 04:29:09
3602722805,1.117,453.413,720.50,310.40,-5188.65,131.68, 10004,429.221,2018/08/11 04:29:10
3602722806,1.034,453.329,720.56,310.41,-5187.86,131.69, 10004,429.221,2018/08/11 04:29:11
3602722807,1.131,453.429,720.56,310.41,-5187.86,131.69, 10004,429.221,2018/08/11 04:29:12
3602722808,1.005,453.297,720.50,310.40,-5187.06,131.68, 10004,429.221,2018/08/11 04:29:13
3602722809,1.099,453.393,720.50,310.41,-5187.86,131.68, 10004,429.221,2018/08/11 04:29:14
3602722810,1.044,453.336,720.50,310.41,-5187.06,131.67, 10004,429.221,2018/08/11 04:29:15
3602722811,1.078,453.372,720.50,310.41,-5187.06,131.68, 10004,429.221,2018/08/11 04:29:16
3602722812,1.048,453.341,720.50,310.41,-5187.86,131.69, 10004,429.221,2018/08/11 04:29:17
3602722813,1.113,453.408,720.50,310.40,-5187.86,131.68, 10004,429.221,2018/08/11 04:29:18
3602722814,1.081,453.375,720.50,310.40,-5187.86,131.67, 10004,429.221,2018/08/11 04:29:19
3602722815,1.083,453.377,720.50,310.41,-5187.86,131.69, 10004,429.221,2018/08/11 04:29:20
3602722816,1.132,453.430,720.56,310.41,-5187.06,131.69, 10004,429.221,2018/08/11 04:29:21
3602722817,1.134,453.428,720.43,310.41,-5187.86,131.69, 10004,429.221,2018/08/11 04:29:22
3602722818,1.110,453.407,720.56,310.40,-5187.86,131.68, 10004,429.221,2018/08/11 04:29:23
3602722819,1.083,453.377,720.50,310.41,-5187.86,131.69, 10004,429.221,2018/08/11 04:29:24
3602722820,1.118,453.413,720.50,310.41,-5187.06,131.68, 10004,429.221,2018/08/11 04:29:25
3602722821,1.082,453.375,720.50,310.42,-5187.86,131.68, 10004,429.221,2018/08/11 04:29:26
3602722822,1.115,453.410,720.50,310.41,-5187.06,131.69, 10004,429.221,2018/08/11 04:29:27
3602722823,1.013,453.304,720.50,310.41,-5187.06,131.68, 10004,429.221,2018/08/11 04:29:28
3602722824,1.087,453.381,720.50,310.41,-5187.06,131.69, 10004,429.221,2018/08/11 04:29:29
3602722825,1.068,453.361,720.50,310.41,-5187.86,131.69, 10004,429.221,2018/08/11 04:29:30
3602722826,1.092,453.387,720.50,310.41,-5187.86,131.69, 10004,429.221,2018/08/11 04:29:31
3602722827,1.124,453.419,720.50,310.41,-5187.06,131.69, 10004,429.221,2018/08/11 04:29:32
3602722828,1.053,453.343,720.43,310.42,-5187.06,131.69, 10004,429.221,2018/08/11 04:29:33
3602722829,1.109,453.404,720.50,310.40,-5187.86,131.69, 10004,429.221,2018/08/11 04:29:34
3602722830,.962,453.251,720.50,310.41,-5187.86,131.68, 10004,429.221,2018/08/11 04:29:35
3602722831,1.048,453.339,720.43,310.41,-5187.86,131.69, 10004,429.221,2018/08/11 04:29:36
3602722832,.921,453.207,720.43,310.42,-5188.65,131.69, 10004,429.221,2018/08/11 04:29:37
3602722833,1.003,453.294,720.50,310.41,-5188.65,131.68, 10004,429.221,2018/08/11 04:29:38
3602722834,.999,453.290,720.50,310.42,-5188.65,131.68, 10004,429.221,2018/08/11 04:29:39
3602722835,.929,453.220,720.56,310.41,-5188.65,131.68, 10004,429.221,2018/08/11 04:29:40
3602722836,.910,453.198,720.50,310.41,-5188.65,131.68, 10004,429.221,2018/08/11 04:29:41
3602722837,.958,453.248,720.50,310.41,-5188.65,131.68, 10004,429.221,2018/08/11 04:29:42
3602722838,.918,453.206,720.50,310.41,-5188.65,131.68, 10004,429.221,2018/08/11 04:29:43
3602722839,.906,453.194,720.50,310.41,-5188.65,131.68, 10004,429.221,2018/08/11 04:29:44
3602722840,.994,453.285,720.50,310.41,-5188.65,131.69, 10004,429.221,2018/08/11 04:29:45
3602722841,.973,453.260,720.43,310.41,-5187.86,131.67, 10004,429.221,2018/08/11 04:29:46
3602722842,1.004,453.293,720.43,310.41,-5187.86,131.68, 10004,429.221,2018/08/11 04:29:47
3602722843,.955,453.245,720.50,310.41,-5188.65,131.68, 10004,429.221,2018/08/11 04:29:48
3602722844,.962,453.252,720.50,310.41,-5188.65,131.68, 10004,429.221,2018/08/11 04:29:49
3602722845,.955,453.245,720.50,310.41,-5188.65,131.67, 10004,429.221,2018/08/11 04:29:50
3602722846,.927,453.215,720.50,310.41,-5188.65,131.69, 10004,429.221,2018/08/11 04:29:51
