% SensorRevision=2013-02-26 15:04
% SerialNumber=111002
% LaserColor=Blue
% AutoBaselineEnabled=false
% AutoBaselineStart=317
% AutoBaselineInterval=10
% AutoBaselineAveragingTime=10
% AutoBaselineFlushTime=45
% AutoSaveEnabled=true
% AutoSaveInterval=5
% ExactSampleTime=0.88
%       7     744    3280       1
%    3742      15      10      45
%      10     317       5       3
%   20000    2.50  834.00   98.81
%  -85.92   77.00   27.60     0.0
%     0.0     0.0     0.0     1.0
%     1.2  431.34    0.10  -27.80
%  142.30      10       4  111002
IgorTime,NO2,RawLoss,Pressure,Temperature,Signal,Unused,Status,LastBaseline,Timestamp
3602714070,.864,455.876,724.99,304.59,-5127.62,133.12, 00004,431.337,2018/08/01 22:01:02
3602714071,.909,455.922,724.93,304.58,-5159.32,133.12, 00004,431.337,2018/08/01 22:01:03
3602714072,.828,455.838,724.99,304.58,-5160.11,133.11, 00004,431.337,2018/08/01 22:01:04
3602714073,.947,455.964,724.99,304.59,-5160.11,133.11, 00004,431.337,2018/08/01 22:01:05
3602714074,.964,455.982,724.99,304.59,-5160.11,133.12, 00004,431.337,2018/08/01 22:01:06
3602714075,.964,455.983,724.99,304.58,-5160.11,133.11, 00004,431.337,2018/08/01 22:01:07
3602714076,.902,455.917,724.99,304.59,-5160.11,133.11, 00004,431.337,2018/08/01 22:01:08
3602714077,.917,455.933,724.99,304.58,-5160.91,133.11, 00004,431.337,2018/08/01 22:01:09
3602714078,.957,455.973,724.93,304.59,-5161.70,133.10, 00004,431.337,2018/08/01 22:01:10
3602714079,.977,455.994,724.93,304.59,-5161.70,133.11, 00004,431.337,2018/08/01 22:01:12
3602714080,.865,455.733,720.69,304.58,-5167.25,133.10, 10004,431.337,2018/08/01 22:01:13
3602714081,.984,455.860,720.76,304.58,-5156.94,133.11, 10004,431.337,2018/08/01 22:01:14
3602714082,.853,455.720,720.69,304.57,-5165.66,133.10, 10004,431.337,2018/08/01 22:01:15
3602714083,1.003,455.882,720.76,304.55,-5166.46,133.10, 10004,431.337,2018/08/01 22:01:16
3602714084,1.370,456.270,720.76,304.54,-5164.08,133.11, 10004,431.337,2018/08/01 22:01:17
3602714085,1.695,456.614,720.76,304.53,-5163.28,133.10, 10004,431.337,2018/08/01 22:01:18
3602714086,1.833,456.760,720.76,304.53,-5159.32,133.10, 10004,431.337,2018/08/01 22:01:19
3602714087,1.958,456.893,720.76,304.51,-5160.91,133.10, 10004,431.337,2018/08/01 22:01:20
3602714088,1.914,456.845,720.69,304.51,-5160.91,133.09, 10004,431.337,2018/08/01 22:01:21
3602714089,3.187,458.192,720.76,304.49,-5165.66,133.09, 10004,431.337,2018/08/01 22:01:22
3602714090,3.353,458.366,720.69,304.48,-5189.44,133.09, 10004,431.337,2018/08/01 22:01:23
3602714091,3.173,458.176,720.69,304.48,-5196.58,133.10, 10004,431.337,2018/08/01 22:01:24
3602714092,3.030,458.026,720.69,304.47,-5198.95,133.09, 10004,431.337,2018/08/01 22:01:25
3602714093,2.922,457.912,720.69,304.46,-5201.33,133.09, 10004,431.337,2018/08/01 22:01:26
3602714094,2.831,457.816,720.69,304.46,-5202.92,133.09, 10004,431.337,2018/08/01 22:01:27
3602714095,2.754,457.733,720.63,304.46,-5202.92,133.09, 10004,431.337,2018/08/01 22:01:28
3602714096,2.716,457.696,720.69,304.45,-5203.71,133.09, 10004,431.337,2018/08/01 22:01:29
3602714097,2.698,457.677,720.69,304.45,-5203.71,133.08, 10004,431.337,2018/08/01 22:01:30
3602714098,2.699,457.679,720.69,304.44,-5203.71,133.09, 10004,431.337,2018/08/01 22:01:31
3602714099,2.665,457.643,720.69,304.44,-5204.50,133.08, 10004,431.337,2018/08/01 22:01:32
3602714100,2.679,457.659,720.69,304.43,-5204.50,133.08, 10004,431.337,2018/08/01 22:01:33
3602714101,2.685,457.665,720.69,304.43,-5205.29,133.08, 10004,431.337,2018/08/01 22:01:34
3602714102,2.648,457.625,720.63,304.42,-5205.29,133.08, 10004,431.337,2018/08/01 22:01:35
3602714103,2.691,457.672,720.69,304.42,-5205.29,133.08, 10004,431.337,2018/08/01 22:01:36
3602714104,2.705,457.682,720.56,304.42,-5205.29,133.08, 10004,431.337,2018/08/01 22:01:37
3602714105,2.702,457.679,720.56,304.42,-5205.29,133.08, 10004,431.337,2018/08/01 22:01:38
3602714106,2.694,457.674,720.63,304.41,-5205.29,133.07, 10004,431.337,2018/08/01 22:01:39
3602714107,2.798,457.783,720.63,304.42,-5206.09,133.07, 10004,431.337,2018/08/01 22:01:40
3602714108,2.710,457.689,720.56,304.41,-5205.29,133.07, 10004,431.337,2018/08/01 22:01:41
3602714109,2.759,457.741,720.56,304.40,-5205.29,133.07, 10004,431.337,2018/08/01 22:01:42
3602714110,2.729,457.711,720.63,304.40,-5205.29,133.07, 10004,431.337,2018/08/01 22:01:43
3602714111,2.750,457.731,720.56,304.40,-5206.09,133.07, 10004,431.337,2018/08/01 22:01:44
3602714112,2.725,457.705,720.56,304.40,-5206.09,133.05, 10004,431.337,2018/08/01 22:01:45
3602714113,2.730,457.710,720.56,304.40,-5205.29,133.07, 10004,431.337,2018/08/01 22:01:46
3602714114,2.766,457.746,720.50,304.40,-5205.29,133.05, 10004,431.337,2018/08/01 22:01:47
3602714115,2.780,457.764,720.56,304.40,-5205.29,133.05, 10004,431.337,2018/08/01 22:01:48
3602714116,2.791,457.778,720.63,304.40,-5205.29,133.05, 10004,431.337,2018/08/01 22:01:49
3602714117,2.770,457.753,720.56,304.40,-5205.29,133.05, 10004,431.337,2018/08/01 22:01:50
3602714118,2.817,457.806,720.63,304.39,-5206.09,133.04, 10004,431.337,2018/08/01 22:01:51
