% SensorRevision=2013-02-26 15:04
% SerialNumber=111002
% LaserColor=Blue
% AutoBaselineEnabled=false
% AutoBaselineStart=116
% AutoBaselineInterval=10
% AutoBaselineAveragingTime=10
% AutoBaselineFlushTime=45
% AutoSaveEnabled=true
% AutoSaveInterval=5
% ExactSampleTime=0.88
%       7     744    3280       1
%    3742      15      10      45
%      10     116       5       3
%   20000    2.50  834.00   98.81
%  -85.92   77.00   27.60     0.0
%     0.0     0.0     0.0     1.0
%     1.2  428.20    0.10  -27.80
%  142.30      10       4  111002
IgorTime,NO2,RawLoss,Pressure,Temperature,Signal,Unused,Status,LastBaseline,Timestamp
3602714397,2.390,454.794,730.15,301.69,-5355.10,133.56, 00004,428.197,2018/08/12 01:23:01
3602714398,2.308,454.703,730.08,301.69,-5305.96,133.56, 00004,428.197,2018/08/12 01:23:02
3602714399,2.384,454.787,730.15,301.70,-5304.38,133.56, 00004,428.197,2018/08/12 01:23:03
3602714400,2.391,454.794,730.15,301.71,-5304.38,133.56, 00004,428.197,2018/08/12 01:23:04
3602714401,2.367,454.766,730.08,301.71,-5304.38,133.56, 00004,428.197,2018/08/12 01:23:05
3602714403,2.365,454.766,730.15,301.71,-5282.97,133.56, 00004,428.197,2018/08/12 01:23:07
3602714404,2.370,454.768,730.08,301.71,-5304.38,133.56, 00004,428.197,2018/08/12 01:23:08
3602714405,2.298,454.691,730.08,301.71,-5304.38,133.56, 00004,428.197,2018/08/12 01:23:09
3602714406,2.341,454.737,730.08,301.71,-5305.17,133.56, 00004,428.197,2018/08/12 01:23:10
3602714407,2.290,454.680,730.02,301.72,-5305.17,133.56, 00004,428.197,2018/08/12 01:23:11
3602714408,1.894,454.106,725.92,301.72,-5311.51,133.56, 10004,428.197,2018/08/12 01:23:12
3602714409,2.037,454.260,725.92,301.71,-5311.51,133.56, 10004,428.197,2018/08/12 01:23:13
3602714410,1.826,454.033,725.85,301.69,-5325.78,133.56, 10004,428.197,2018/08/12 01:23:14
3602714411,1.790,453.997,725.92,301.68,-5329.74,133.56, 10004,428.197,2018/08/12 01:23:15
3602714412,1.764,453.967,725.78,301.66,-5330.53,133.56, 10004,428.197,2018/08/12 01:23:16
3602714413,1.737,453.939,725.78,301.64,-5331.33,133.56, 10004,428.197,2018/08/12 01:23:17
3602714414,1.761,453.967,725.78,301.62,-5331.33,133.56, 10004,428.197,2018/08/12 01:23:18
3602714415,1.736,453.942,725.78,301.60,-5331.33,133.55, 10004,428.197,2018/08/12 01:23:19
3602714416,1.732,453.940,725.85,301.60,-5331.33,133.56, 10004,428.197,2018/08/12 01:23:20
3602714417,1.703,453.910,725.85,301.58,-5331.33,133.56, 10004,428.197,2018/08/12 01:23:21
3602714418,1.727,453.936,725.85,301.58,-5331.33,133.55, 10004,428.197,2018/08/12 01:23:22
3602714419,1.678,453.885,725.85,301.56,-5332.12,133.55, 10004,428.197,2018/08/12 01:23:23
3602714420,1.670,453.880,725.92,301.55,-5331.33,133.55, 10004,428.197,2018/08/12 01:23:24
3602714421,1.684,453.891,725.78,301.54,-5332.12,133.55, 10004,428.197,2018/08/12 01:23:25
3602714422,1.695,453.904,725.78,301.53,-5332.12,133.54, 10004,428.197,2018/08/12 01:23:26
3602714423,1.639,453.844,725.78,301.52,-5332.91,133.54, 10004,428.197,2018/08/12 01:23:27
3602714424,1.627,453.834,725.85,301.52,-5332.91,133.54, 10004,428.197,2018/08/12 01:23:28
3602714425,1.632,453.840,725.85,301.51,-5333.70,133.54, 10004,428.197,2018/08/12 01:23:29
3602714426,1.621,453.829,725.85,301.50,-5333.70,133.54, 10004,428.197,2018/08/12 01:23:30
3602714427,1.665,453.877,725.85,301.50,-5333.70,133.55, 10004,428.197,2018/08/12 01:23:31
3602714428,1.686,453.899,725.85,301.50,-5334.50,133.54, 10004,428.197,2018/08/12 01:23:32
3602714429,1.703,453.918,725.85,301.48,-5334.50,133.55, 10004,428.197,2018/08/12 01:23:33
3602714430,1.647,453.854,725.72,301.48,-5333.70,133.54, 10004,428.197,2018/08/12 01:23:34
3602714431,1.581,453.786,725.78,301.48,-5334.50,133.54, 10004,428.197,2018/08/12 01:23:35
3602714432,1.584,453.789,725.78,301.47,-5334.50,133.54, 10004,428.197,2018/08/12 01:23:36
3602714433,1.638,453.847,725.78,301.47,-5334.50,133.55, 10004,428.197,2018/08/12 01:23:37
3602714434,1.595,453.797,725.65,301.47,-5334.50,133.54, 10004,428.197,2018/08/12 01:23:39
3602714435,1.554,453.755,725.72,301.47,-5335.29,133.54, 10004,428.197,2018/08/12 01:23:40
3602714436,1.567,453.767,725.65,301.47,-5335.29,133.54, 10004,428.197,2018/08/12 01:23:41
3602714437,1.581,453.787,725.78,301.46,-5335.29,133.54, 10004,428.197,2018/08/12 01:23:42
3602714438,1.611,453.820,725.78,301.45,-5335.29,133.54, 10004,428.197,2018/08/12 01:23:43
3602714439,1.549,453.756,725.85,301.45,-5335.29,133.54, 10004,428.197,2018/08/12 01:23:44
3602714440,1.540,453.744,725.78,301.45,-5335.29,133.54, 10004,428.197,2018/08/12 01:23:45
3602714441,1.564,453.770,725.78,301.45,-5335.29,133.54, 10004,428.197,2018/08/12 01:23:46
3602714442,1.540,453.745,725.78,301.45,-5336.08,133.54, 10004,428.197,2018/08/12 01:23:47
3602714444,1.508,453.710,725.78,301.44,-5336.08,133.54, 10004,428.197,2018/08/12 01:23:48
3602714445,1.557,453.763,725.78,301.45,-5335.29,133.54, 10004,428.197,2018/08/12 01:23:49
