O3,a,b,c,date,timestamp
28.0,34.9,952.6,630,27/07/18,04:48:00
27.4,34.9,952.7,635,27/07/18,04:48:10
24.1,34.9,952.6,628,27/07/18,04:48:20
25.0,34.9,952.7,632,27/07/18,04:48:30
31.9,34.8,952.7,635,27/07/18,04:48:40
34.0,34.8,952.7,630,27/07/18,04:48:50
29.8,34.8,952.7,630,27/07/18,04:49:00
27.5,34.8,952.7,645,27/07/18,04:49:10
26.2,34.8,952.7,632,27/07/18,04:49:20
26.5,34.8,952.7,631,27/07/18,04:49:30
26.3,34.8,952.6,635,27/07/18,04:49:40
25.7,34.8,952.7,633,27/07/18,04:49:50
25.4,34.8,952.6,637,27/07/18,04:50:00
23.0,34.8,952.7,634,27/07/18,04:50:10
23.6,34.8,952.6,637,27/07/18,04:50:20
26.1,34.8,952.6,643,27/07/18,04:50:30
27.8,34.8,952.6,642,27/07/18,04:50:40
30.1,34.8,952.6,649,27/07/18,04:50:50
29.0,34.8,952.6,643,27/07/18,04:51:00
28.1,34.8,952.6,639,27/07/18,04:51:10
32.3,34.8,952.6,638,27/07/18,04:51:20
32.3,34.8,952.7,635,27/07/18,04:51:30
28.5,34.8,952.6,642,27/07/18,04:51:40
25.4,34.8,952.7,642,27/07/18,04:51:50
23.8,34.8,952.6,645,27/07/18,04:52:00
23.6,34.8,952.6,647,27/07/18,04:52:10
25.3,34.7,952.6,648,27/07/18,04:52:20
27.1,34.7,952.6,627,27/07/18,04:52:30
27.7,34.7,952.6,642,27/07/18,04:52:40
30.0,34.7,952.7,647,27/07/18,04:52:50
28.2,34.7,952.6,638,27/07/18,04:53:00
27.2,34.7,952.7,632,27/07/18,04:53:10
28.9,34.7,952.6,643,27/07/18,04:53:20
28.5,34.7,952.7,638,27/07/18,04:53:30
28.6,34.7,952.6,643,27/07/18,04:53:40
27.6,34.7,952.6,645,27/07/18,04:53:50
25.6,34.7,952.6,636,27/07/18,04:54:00
24.5,34.7,952.6,641,27/07/18,04:54:10
25.5,34.7,952.6,651,27/07/18,04:54:20
27.0,34.7,952.6,647,27/07/18,04:54:30
26.6,34.7,952.6,642,27/07/18,04:54:40
26.4,34.7,952.6,648,27/07/18,04:54:50
26.5,34.7,952.6,640,27/07/18,04:55:00
24.9,34.7,952.6,640,27/07/18,04:55:10
24.4,34.7,952.6,639,27/07/18,04:55:20
24.9,34.7,952.6,635,27/07/18,04:55:30
25.9,34.7,952.6,640,27/07/18,04:55:40
26.9,34.7,952.6,625,27/07/18,04:55:50
27.8,34.7,952.6,637,27/07/18,04:56:00
27.8,34.7,952.6,632,27/07/18,04:56:10
27.0,34.7,952.6,637,27/07/18,04:56:20
27.9,34.7,952.7,628,27/07/18,04:56:30
28.4,34.7,952.6,635,27/07/18,04:56:40
27.9,34.7,952.7,626,27/07/18,04:56:50
27.7,34.6,952.6,632,27/07/18,04:57:00
25.9,34.6,952.7,632,27/07/18,04:57:10
25.7,34.6,952.6,637,27/07/18,04:57:20
27.1,34.6,952.8,622,27/07/18,04:57:30
25.7,34.6,952.6,643,27/07/18,04:57:40
25.5,34.6,952.7,627,27/07/18,04:57:50
27.3,34.6,952.6,630,27/07/18,04:58:00
27.0,34.6,952.7,636,27/07/18,04:58:10
25.3,34.6,952.6,634,27/07/18,04:58:20
25.3,34.6,952.7,634,27/07/18,04:58:30
27.0,34.6,952.7,622,27/07/18,04:58:40
31.6,34.6,952.7,630,27/07/18,04:58:50
34.2,34.6,952.7,633,27/07/18,04:59:00
34.0,34.6,952.7,632,27/07/18,04:59:10
34.5,34.6,952.7,628,27/07/18,04:59:20
33.6,34.6,952.7,636,27/07/18,04:59:30
34.6,34.6,952.7,623,27/07/18,04:59:40
34.4,34.6,952.7,626,27/07/18,04:59:50
33.1,34.6,952.7,628,27/07/18,05:00:00
34.3,34.6,952.7,635,27/07/18,05:00:10
35.0,34.6,952.7,634,27/07/18,05:00:20
35.0,34.6,952.7,624,27/07/18,05:00:30
33.7,34.6,952.6,626,27/07/18,05:00:40
33.2,34.6,952.7,630,27/07/18,05:00:50
33.0,34.6,952.6,631,27/07/18,05:01:00
33.2,34.6,952.7,631,27/07/18,05:01:10
30.1,34.6,952.7,622,27/07/18,05:01:20
28.7,34.6,952.7,620,27/07/18,05:01:30
32.2,34.6,952.7,630,27/07/18,05:01:40
31.5,34.6,952.7,626,27/07/18,05:01:50
29.7,34.6,952.7,636,27/07/18,05:02:00
30.5,34.6,952.7,628,27/07/18,05:02:10
32.0,34.6,952.7,632,27/07/18,05:02:20
33.1,34.6,952.7,632,27/07/18,05:02:30
33.1,34.6,952.7,630,27/07/18,05:02:40
31.4,34.6,952.7,627,27/07/18,05:02:50
30.7,34.6,952.7,634,27/07/18,05:03:00
32.2,34.6,952.7,638,27/07/18,05:03:10
32.9,34.6,952.7,629,27/07/18,05:03:20
31.3,34.6,952.7,628,27/07/18,05:03:30
31.5,34.6,952.7,637,27/07/18,05:03:40
32.9,34.6,952.7,630,27/07/18,05:03:50
33.7,34.6,952.7,628,27/07/18,05:04:00
33.0,34.5,952.7,633,27/07/18,05:04:10
31.1,34.6,952.7,621,27/07/18,05:04:20
30.2,34.5,952.7,622,27/07/18,05:04:30
29.9,34.5,952.7,621,27/07/18,05:04:40
32.2,34.5,952.7,629,27/07/18,05:04:50
32.7,34.5,952.7,633,27/07/18,05:05:00
32.2,34.5,952.8,625,27/07/18,05:05:10
32.3,34.5,952.7,639,27/07/18,05:05:20
30.6,34.5,952.8,621,27/07/18,05:05:30
31.3,34.5,952.7,630,27/07/18,05:05:40
31.9,34.5,952.8,633,27/07/18,05:05:50
31.1,34.5,952.8,629,27/07/18,05:06:00
31.7,34.5,952.7,638,27/07/18,05:06:10
31.6,34.5,952.7,619,27/07/18,05:06:20
29.9,34.5,952.8,630,27/07/18,05:06:30
29.2,34.5,952.7,629,27/07/18,05:06:40
29.9,34.5,952.8,618,27/07/18,05:06:50
30.8,34.5,952.7,623,27/07/18,05:07:00
30.3,34.5,952.8,632,27/07/18,05:07:10
28.3,34.5,952.7,629,27/07/18,05:07:20
28.1,34.5,952.7,629,27/07/18,05:07:30
29.1,34.5,952.7,624,27/07/18,05:07:40
30.0,34.5,952.8,622,27/07/18,05:07:50
30.2,34.5,952.7,631,27/07/18,05:08:00
26.7,34.5,952.8,629,27/07/18,05:08:10
25.6,34.5,952.7,630,27/07/18,05:08:20
27.8,34.5,952.8,614,27/07/18,05:08:30
28.3,34.5,952.7,637,27/07/18,05:08:40
29.5,34.5,952.8,621,27/07/18,05:08:50
28.5,34.5,952.7,636,27/07/18,05:09:00
27.0,34.5,952.8,623,27/07/18,05:09:10
27.3,34.5,952.7,636,27/07/18,05:09:20
27.9,34.5,952.7,628,27/07/18,05:09:30
26.8,34.5,952.6,643,27/07/18,05:09:40
26.4,34.5,952.7,631,27/07/18,05:09:50
28.5,34.5,952.6,641,27/07/18,05:10:00
28.4,34.5,952.7,634,27/07/18,05:10:10
27.9,34.5,952.7,637,27/07/18,05:10:20
27.8,34.5,952.7,638,27/07/18,05:10:30
27.7,34.5,952.7,637,27/07/18,05:10:40
28.0,34.5,952.6,646,27/07/18,05:10:50
28.2,34.5,952.7,644,27/07/18,05:11:00
28.0,34.5,952.6,641,27/07/18,05:11:10
28.5,34.5,952.7,632,27/07/18,05:11:20
29.7,34.5,952.7,633,27/07/18,05:11:30
31.5,34.5,952.6,642,27/07/18,05:11:40
30.6,34.5,952.7,632,27/07/18,05:11:50
30.0,34.5,952.7,631,27/07/18,05:12:00
31.7,34.5,952.8,630,27/07/18,05:12:10
30.3,34.5,952.7,631,27/07/18,05:12:20
28.7,34.5,952.8,633,27/07/18,05:12:30
29.8,34.5,952.7,631,27/07/18,05:12:40
31.7,34.5,952.8,628,27/07/18,05:12:50
32.3,34.5,952.7,627,27/07/18,05:13:00
32.7,34.5,952.8,621,27/07/18,05:13:10
33.5,34.5,952.7,635,27/07/18,05:13:20
31.5,34.5,952.8,622,27/07/18,05:13:30
31.1,34.5,952.7,631,27/07/18,05:13:40
33.1,34.5,952.8,632,27/07/18,05:13:50
32.3,34.5,952.7,632,27/07/18,05:14:00
31.0,34.5,952.8,627,27/07/18,05:14:10
31.6,34.5,952.7,626,27/07/18,05:14:20
32.4,34.5,952.8,640,27/07/18,05:14:30
32.9,34.5,952.8,626,27/07/18,05:14:40
33.8,34.5,952.8,631,27/07/18,05:14:50
34.1,34.5,952.8,627,27/07/18,05:15:00
34.0,34.5,952.7,628,27/07/18,05:15:10
33.4,34.5,952.7,625,27/07/18,05:15:20
33.2,34.5,952.7,629,27/07/18,05:15:30
33.1,34.5,952.7,630,27/07/18,05:15:40
33.8,34.5,952.8,632,27/07/18,05:15:50
33.1,34.6,952.7,631,27/07/18,05:16:00
31.3,34.6,952.7,631,27/07/18,05:16:10
29.5,34.6,952.7,623,27/07/18,05:16:20
30.6,34.6,952.7,639,27/07/18,05:16:30
32.4,34.6,952.7,633,27/07/18,05:16:40
32.1,34.6,952.7,626,27/07/18,05:16:50
32.4,34.6,952.8,632,27/07/18,05:17:00
32.6,34.6,952.7,642,27/07/18,05:17:10
31.7,34.6,952.8,632,27/07/18,05:17:20
31.5,34.6,952.8,633,27/07/18,05:17:30
33.1,34.6,952.7,641,27/07/18,05:17:40
32.6,34.6,952.8,633,27/07/18,05:17:50
31.0,34.6,952.7,634,27/07/18,05:18:00
31.6,34.6,952.8,631,27/07/18,05:18:10
31.5,34.6,952.8,632,27/07/18,05:18:20
31.1,34.6,952.8,628,27/07/18,05:18:30
29.2,34.6,952.7,635,27/07/18,05:18:40
26.4,34.6,952.8,625,27/07/18,05:18:50
29.4,34.6,952.7,634,27/07/18,05:19:00
32.0,34.6,952.8,631,27/07/18,05:19:10
27.0,34.6,952.7,635,27/07/18,05:19:20
24.6,34.6,952.8,624,27/07/18,05:19:30
27.4,34.6,952.7,631,27/07/18,05:19:40
27.2,34.6,952.7,635,27/07/18,05:19:50
25.3,34.6,952.8,638,27/07/18,05:20:00
26.0,34.6,952.7,630,27/07/18,05:20:10
27.0,34.6,952.7,623,27/07/18,05:20:20
25.5,34.6,952.7,626,27/07/18,05:20:30
25.4,34.6,952.7,629,27/07/18,05:20:40
27.2,34.6,952.7,635,27/07/18,05:20:50
28.1,34.6,952.7,628,27/07/18,05:21:00
27.5,34.6,952.6,633,27/07/18,05:21:10
27.5,34.6,952.7,624,27/07/18,05:21:20
29.4,34.6,952.7,633,27/07/18,05:21:30
27.4,34.6,952.7,636,27/07/18,05:21:40
26.7,34.6,952.6,627,27/07/18,05:21:50
28.6,34.6,952.7,616,27/07/18,05:22:00
26.9,34.6,952.6,633,27/07/18,05:22:10
23.5,34.6,952.7,630,27/07/18,05:22:20
24.1,34.6,952.7,643,27/07/18,05:22:30
28.9,34.6,952.7,630,27/07/18,05:22:40
30.6,34.6,952.7,624,27/07/18,05:22:50
28.5,34.6,952.7,626,27/07/18,05:23:00
27.8,34.6,952.7,629,27/07/18,05:23:10
30.1,34.6,952.8,622,27/07/18,05:23:20
31.1,34.6,952.7,625,27/07/18,05:23:30
29.9,34.6,952.8,622,27/07/18,05:23:40
30.2,34.6,952.7,624,27/07/18,05:23:50
30.6,34.6,952.7,638,27/07/18,05:24:00
30.0,34.6,952.7,624,27/07/18,05:24:10
29.8,34.6,952.7,628,27/07/18,05:24:20
31.2,34.6,952.7,630,27/07/18,05:24:30
31.3,34.6,952.6,642,27/07/18,05:24:40
29.1,34.6,952.7,632,27/07/18,05:24:50
28.0,34.6,952.7,636,27/07/18,05:25:00
28.3,34.6,952.7,628,27/07/18,05:25:10
29.4,34.6,952.7,628,27/07/18,05:25:20
31.9,34.6,952.7,626,27/07/18,05:25:30
30.6,34.6,952.8,626,27/07/18,05:25:40
26.2,34.6,952.8,629,27/07/18,05:25:50
26.5,34.6,952.8,626,27/07/18,05:26:00
29.2,34.6,952.8,625,27/07/18,05:26:10
29.6,34.6,952.7,630,27/07/18,05:26:20
28.7,34.6,952.7,632,27/07/18,05:26:30
28.5,34.6,952.7,637,27/07/18,05:26:40
28.2,34.6,952.7,630,27/07/18,05:26:50
28.0,34.6,952.7,628,27/07/18,05:27:00
25.2,34.6,952.8,624,27/07/18,05:27:10
24.9,34.6,952.8,621,27/07/18,05:27:20
26.2,34.6,952.8,619,27/07/18,05:27:30
26.2,34.6,952.7,622,27/07/18,05:27:40
25.3,34.6,952.8,628,27/07/18,05:27:50
26.9,34.6,952.7,632,27/07/18,05:28:00
30.6,34.6,952.8,621,27/07/18,05:28:10
29.2,34.6,952.7,630,27/07/18,05:28:20
25.7,34.6,952.8,623,27/07/18,05:28:30
24.3,34.6,952.7,631,27/07/18,05:28:40
24.4,34.6,952.7,624,27/07/18,05:28:50
23.4,34.6,952.7,627,27/07/18,05:29:00
22.2,34.6,952.7,629,27/07/18,05:29:10
22.9,34.6,952.7,637,27/07/18,05:29:20
25.0,34.6,952.7,630,27/07/18,05:29:30
26.1,34.6,952.7,635,27/07/18,05:29:40
27.2,34.6,952.7,642,27/07/18,05:29:50
27.6,34.6,952.7,641,27/07/18,05:30:00
26.9,34.6,952.7,640,27/07/18,05:30:10
30.4,34.6,952.7,637,27/07/18,05:30:20
31.7,34.6,952.8,633,27/07/18,05:30:30
27.3,34.6,952.8,635,27/07/18,05:30:40
27.6,34.6,952.8,626,27/07/18,05:30:50
30.2,34.6,952.8,632,27/07/18,05:31:00
30.6,34.6,952.8,633,27/07/18,05:31:10
28.0,34.6,952.7,627,27/07/18,05:31:20
26.7,34.6,952.8,632,27/07/18,05:31:30
29.2,34.6,952.8,616,27/07/18,05:31:40
30.4,34.6,952.8,623,27/07/18,05:31:50
29.2,34.6,952.8,624,27/07/18,05:32:00
28.5,34.6,952.8,624,27/07/18,05:32:10
28.3,34.6,952.8,614,27/07/18,05:32:20
29.1,34.6,952.7,635,27/07/18,05:32:30
29.0,34.6,952.8,633,27/07/18,05:32:40
26.5,34.6,952.7,625,27/07/18,05:32:50
27.3,34.6,952.8,623,27/07/18,05:33:00
29.8,34.6,952.8,628,27/07/18,05:33:10
27.8,34.6,952.8,628,27/07/18,05:33:20
27.2,34.6,952.8,621,27/07/18,05:33:30
27.0,34.6,952.8,625,27/07/18,05:33:40
24.8,34.6,952.8,625,27/07/18,05:33:50
24.4,34.6,952.8,641,27/07/18,05:34:00
26.7,34.6,952.8,632,27/07/18,05:34:10
28.5,34.6,952.7,630,27/07/18,05:34:20
25.9,34.6,952.8,626,27/07/18,05:34:30
25.5,34.6,952.7,623,27/07/18,05:34:40
29.2,34.6,952.7,633,27/07/18,05:34:50
28.7,34.6,952.8,627,27/07/18,05:35:00
26.8,34.6,952.7,631,27/07/18,05:35:10
28.4,34.6,952.8,629,27/07/18,05:35:20
30.8,34.6,952.7,628,27/07/18,05:35:30
31.2,34.6,952.8,626,27/07/18,05:35:40
30.2,34.6,952.7,622,27/07/18,05:35:50
29.5,34.6,952.7,624,27/07/18,05:36:00
28.2,34.6,952.7,629,27/07/18,05:36:10
29.1,34.6,952.8,624,27/07/18,05:36:20
31.2,34.6,952.7,635,27/07/18,05:36:30
31.5,34.6,952.8,626,27/07/18,05:36:40
30.9,34.6,952.7,624,27/07/18,05:36:50
30.4,34.6,952.7,627,27/07/18,05:37:00
32.6,34.6,952.7,626,27/07/18,05:37:10
34.4,34.6,952.8,627,27/07/18,05:37:20
32.7,34.6,952.7,633,27/07/18,05:37:30
31.9,34.6,952.8,627,27/07/18,05:37:40
32.6,34.6,952.7,637,27/07/18,05:37:50
33.4,34.6,952.8,617,27/07/18,05:38:00
33.4,34.6,952.7,631,27/07/18,05:38:10
33.7,34.6,952.8,622,27/07/18,05:38:20
33.7,34.6,952.7,632,27/07/18,05:38:30
31.8,34.6,952.8,620,27/07/18,05:38:40
29.6,34.6,952.7,627,27/07/18,05:38:50
30.2,34.6,952.7,622,27/07/18,05:39:00
32.9,34.6,952.8,624,27/07/18,05:39:10
30.9,34.6,952.8,616,27/07/18,05:39:20
30.7,34.6,952.8,628,27/07/18,05:39:30
34.1,34.6,952.8,627,27/07/18,05:39:40
32.7,34.6,952.8,620,27/07/18,05:39:50
31.3,34.6,952.8,616,27/07/18,05:40:00
31.2,34.6,952.7,626,27/07/18,05:40:10
31.1,34.6,952.7,622,27/07/18,05:40:20
29.1,34.6,952.7,629,27/07/18,05:40:30
27.8,34.6,952.7,636,27/07/18,05:40:40
28.9,34.6,952.8,625,27/07/18,05:40:50
30.1,34.6,952.7,635,27/07/18,05:41:00
31.5,34.6,952.7,628,27/07/18,05:41:10
32.8,34.6,952.7,630,27/07/18,05:41:20
31.5,34.6,952.7,621,27/07/18,05:41:30
31.7,34.6,952.7,624,27/07/18,05:41:40
33.2,34.6,952.7,626,27/07/18,05:41:50
31.5,34.6,952.7,626,27/07/18,05:42:00
30.7,34.6,952.7,624,27/07/18,05:42:10
30.9,34.6,952.7,626,27/07/18,05:42:20
31.2,34.6,952.7,624,27/07/18,05:42:30
32.1,34.6,952.7,628,27/07/18,05:42:40
33.2,34.6,952.7,630,27/07/18,05:42:50
33.4,34.6,952.7,626,27/07/18,05:43:00
32.6,34.6,952.7,630,27/07/18,05:43:10
33.9,34.6,952.8,631,27/07/18,05:43:20
34.7,34.6,952.8,625,27/07/18,05:43:30
33.5,34.6,952.7,631,27/07/18,05:43:40
31.9,34.6,952.8,615,27/07/18,05:43:50
31.1,34.6,952.7,630,27/07/18,05:44:00
32.9,34.6,952.8,613,27/07/18,05:44:10
33.6,34.6,952.6,626,27/07/18,05:44:20
32.1,34.6,952.6,624,27/07/18,05:44:30
30.4,34.6,952.7,632,27/07/18,05:44:40
30.2,34.6,952.6,639,27/07/18,05:44:50
30.2,34.6,952.7,632,27/07/18,05:45:00
30.3,34.6,952.7,631,27/07/18,05:45:10
32.0,34.6,952.7,628,27/07/18,05:45:20
31.0,34.6,952.8,624,27/07/18,05:45:30
30.7,34.6,952.8,632,27/07/18,05:45:40
32.1,34.6,952.7,623,27/07/18,05:45:50
31.2,34.6,952.7,627,27/07/18,05:46:00
30.4,34.6,952.7,615,27/07/18,05:46:10
29.4,34.6,952.7,630,27/07/18,05:46:20
30.6,34.6,952.7,628,27/07/18,05:46:30
33.2,34.6,952.8,630,27/07/18,05:46:40
33.5,34.6,952.7,625,27/07/18,05:46:50
32.4,34.6,952.7,624,27/07/18,05:47:00
29.4,34.6,952.6,633,27/07/18,05:47:10
28.3,34.6,952.7,629,27/07/18,05:47:20
28.3,34.6,952.8,617,27/07/18,05:47:30
27.8,34.6,952.6,623,27/07/18,05:47:40
31.1,34.6,952.7,625,27/07/18,05:47:50
31.3,34.6,952.7,630,27/07/18,05:48:00
29.7,34.6,952.8,628,27/07/18,05:48:10
29.1,34.6,952.7,624,27/07/18,05:48:20
28.8,34.6,952.8,632,27/07/18,05:48:30
27.4,34.6,952.7,618,27/07/18,05:48:40
24.9,34.6,952.7,629,27/07/18,05:48:50
23.3,34.6,952.7,611,27/07/18,05:49:00
25.6,34.6,952.7,628,27/07/18,05:49:10
30.7,34.6,952.7,622,27/07/18,05:49:20
31.5,34.6,952.6,629,27/07/18,05:49:30
31.2,34.6,952.7,622,27/07/18,05:49:40
30.8,34.6,952.6,627,27/07/18,05:49:50
30.2,34.6,952.8,626,27/07/18,05:50:00
30.7,34.6,952.7,621,27/07/18,05:50:10
29.1,34.6,952.7,630,27/07/18,05:50:20
28.8,34.6,952.8,622,27/07/18,05:50:30
30.9,34.6,952.7,619,27/07/18,05:50:40
29.5,34.6,952.8,623,27/07/18,05:50:50
26.8,34.6,952.8,616,27/07/18,05:51:00
25.1,34.6,952.7,626,27/07/18,05:51:10
25.0,34.6,952.8,615,27/07/18,05:51:20
25.5,34.6,952.7,623,27/07/18,05:51:30
24.3,34.6,952.8,615,27/07/18,05:51:40
23.7,34.6,952.8,613,27/07/18,05:51:50
22.8,34.6,952.6,632,27/07/18,05:52:00
23.7,34.6,952.7,628,27/07/18,05:52:10
25.8,34.6,952.7,618,27/07/18,05:52:20
23.9,34.6,952.7,627,27/07/18,05:52:30
22.9,34.6,952.7,623,27/07/18,05:52:40
27.4,34.6,952.7,620,27/07/18,05:52:50
28.8,34.6,952.7,624,27/07/18,05:53:00
25.5,34.6,952.8,628,27/07/18,05:53:10
21.4,34.6,952.7,618,27/07/18,05:53:20
19.9,34.6,952.8,622,27/07/18,05:53:30
21.9,34.6,952.6,621,27/07/18,05:53:40
24.1,34.6,952.7,624,27/07/18,05:53:50
23.8,34.6,952.7,629,27/07/18,05:54:00
20.0,34.6,952.8,618,27/07/18,05:54:10
19.8,34.6,952.8,628,27/07/18,05:54:20
20.0,34.6,952.8,621,27/07/18,05:54:30
18.7,34.6,952.8,621,27/07/18,05:54:40
19.9,34.6,952.8,616,27/07/18,05:54:50
22.7,34.6,952.8,621,27/07/18,05:55:00
24.9,34.6,952.8,616,27/07/18,05:55:10
23.7,34.6,952.7,628,27/07/18,05:55:20
24.2,34.6,952.8,623,27/07/18,05:55:30
26.6,34.6,952.7,639,27/07/18,05:55:40
28.9,34.6,952.7,615,27/07/18,05:55:50
28.8,34.6,952.7,636,27/07/18,05:56:00
27.0,34.6,952.7,622,27/07/18,05:56:10
25.5,34.6,952.7,630,27/07/18,05:56:20
23.6,34.5,952.7,634,27/07/18,05:56:30
25.1,34.5,952.7,631,27/07/18,05:56:40
26.9,34.5,952.7,629,27/07/18,05:56:50
26.6,34.5,952.7,624,27/07/18,05:57:00
25.8,34.5,952.8,616,27/07/18,05:57:10
28.2,34.5,952.7,623,27/07/18,05:57:20
28.6,34.5,952.8,626,27/07/18,05:57:30
29.4,34.5,952.7,622,27/07/18,05:57:40
32.4,34.5,952.8,611,27/07/18,05:57:50
31.8,34.5,952.7,620,27/07/18,05:58:00
31.4,34.5,952.8,625,27/07/18,05:58:10
31.0,34.5,952.8,608,27/07/18,05:58:20
32.7,34.5,952.8,629,27/07/18,05:58:30
33.5,34.5,952.8,617,27/07/18,05:58:40
31.4,34.5,952.7,623,27/07/18,05:58:50
32.7,34.5,952.8,615,27/07/18,05:59:00
33.0,34.5,952.7,614,27/07/18,05:59:10
33.3,34.5,952.7,617,27/07/18,05:59:20
33.1,34.5,952.7,631,27/07/18,05:59:30
33.3,34.5,952.8,620,27/07/18,05:59:40
36.2,34.5,952.8,624,27/07/18,05:59:50
36.3,34.5,952.8,619,27/07/18,06:00:00
34.3,34.5,952.8,613,27/07/18,06:00:10
32.8,34.5,952.7,624,27/07/18,06:00:20
33.4,34.5,952.8,618,27/07/18,06:00:30
33.4,34.5,952.7,616,27/07/18,06:00:40
33.6,34.5,952.8,616,27/07/18,06:00:50
35.0,34.5,952.8,617,27/07/18,06:01:00
35.6,34.5,952.7,634,27/07/18,06:01:10
34.1,34.5,952.8,630,27/07/18,06:01:20
33.4,34.5,952.7,624,27/07/18,06:01:30
35.6,34.5,952.8,610,27/07/18,06:01:40
36.9,34.5,952.7,628,27/07/18,06:01:50
36.3,34.5,952.8,620,27/07/18,06:02:00
36.2,34.5,952.8,616,27/07/18,06:02:10
36.8,34.5,952.8,615,27/07/18,06:02:20
37.8,34.5,952.8,612,27/07/18,06:02:30
38.6,34.5,952.8,613,27/07/18,06:02:40
38.4,34.5,952.8,614,27/07/18,06:02:50
37.9,34.5,952.8,618,27/07/18,06:03:00
37.8,34.5,952.8,623,27/07/18,06:03:10
38.7,34.5,952.8,619,27/07/18,06:03:20
38.8,34.5,952.7,623,27/07/18,06:03:30
37.5,34.5,952.7,635,27/07/18,06:03:40
36.9,34.5,952.8,614,27/07/18,06:03:50
36.8,34.5,952.8,616,27/07/18,06:04:00
37.4,34.5,952.8,613,27/07/18,06:04:10
37.9,34.5,952.8,616,27/07/18,06:04:20
38.3,34.5,952.8,610,27/07/18,06:04:30
37.8,34.5,952.8,623,27/07/18,06:04:40
37.3,34.5,952.8,620,27/07/18,06:04:50
38.9,34.5,952.8,624,27/07/18,06:05:00
39.4,34.5,952.8,617,27/07/18,06:05:10
37.2,34.5,952.7,617,27/07/18,06:05:20
38.1,34.5,952.8,621,27/07/18,06:05:30
39.6,34.5,952.7,628,27/07/18,06:05:40
36.9,34.5,952.8,618,27/07/18,06:05:50
36.7,34.5,952.8,614,27/07/18,06:06:00
37.3,34.5,952.8,626,27/07/18,06:06:10
35.7,34.5,952.8,613,27/07/18,06:06:20
35.5,34.5,952.8,623,27/07/18,06:06:30
35.6,34.5,952.8,623,27/07/18,06:06:40
34.6,34.5,952.9,609,27/07/18,06:06:50
36.3,34.5,952.7,629,27/07/18,06:07:00
39.0,34.5,952.8,607,27/07/18,06:07:10
38.0,34.5,952.7,625,27/07/18,06:07:20
38.4,34.5,952.7,624,27/07/18,06:07:30
38.8,34.5,952.7,628,27/07/18,06:07:40
37.6,34.5,952.7,630,27/07/18,06:07:50
37.5,34.5,952.7,618,27/07/18,06:08:00
37.5,34.5,952.8,624,27/07/18,06:08:10
39.8,34.5,952.8,621,27/07/18,06:08:20
40.5,34.5,952.8,622,27/07/18,06:08:30
39.1,34.5,952.8,622,27/07/18,06:08:40
38.9,34.5,952.8,628,27/07/18,06:08:50
39.0,34.5,952.8,619,27/07/18,06:09:00
39.1,34.5,952.7,629,27/07/18,06:09:10
37.5,34.5,952.8,617,27/07/18,06:09:20
35.6,34.5,952.8,630,27/07/18,06:09:30
36.7,34.5,952.7,617,27/07/18,06:09:40
38.3,34.5,952.8,618,27/07/18,06:09:50
37.5,34.5,952.7,615,27/07/18,06:10:00
36.4,34.5,952.9,622,27/07/18,06:10:10
37.7,34.5,952.8,620,27/07/18,06:10:20
38.3,34.5,952.8,620,27/07/18,06:10:30
37.7,34.5,952.8,624,27/07/18,06:10:40
36.6,34.5,952.7,626,27/07/18,06:10:50
35.7,34.5,952.8,619,27/07/18,06:11:00
36.6,34.6,952.7,626,27/07/18,06:11:10
37.9,34.6,952.8,617,27/07/18,06:11:20
39.6,34.6,952.7,638,27/07/18,06:11:30
37.9,34.6,952.8,622,27/07/18,06:11:40
35.9,34.6,952.7,629,27/07/18,06:11:50
36.8,34.6,952.8,605,27/07/18,06:12:00
38.0,34.6,952.7,625,27/07/18,06:12:10
38.1,34.6,952.8,617,27/07/18,06:12:20
36.6,34.6,952.8,616,27/07/18,06:12:30
35.6,34.6,952.9,617,27/07/18,06:12:40
37.4,34.6,952.8,625,27/07/18,06:12:50
39.4,34.6,952.8,606,27/07/18,06:13:00
39.2,34.6,952.8,622,27/07/18,06:13:10
38.1,34.6,952.7,625,27/07/18,06:13:20
37.4,34.6,952.7,626,27/07/18,06:13:30
38.4,34.6,952.7,627,27/07/18,06:13:40
39.3,34.6,952.7,627,27/07/18,06:13:50
38.7,34.6,952.8,616,27/07/18,06:14:00
39.1,34.6,952.8,624,27/07/18,06:14:10
39.7,34.6,952.8,615,27/07/18,06:14:20
39.0,34.6,952.8,633,27/07/18,06:14:30
36.6,34.6,952.8,630,27/07/18,06:14:40
35.7,34.6,952.8,620,27/07/18,06:14:50
37.1,34.6,952.8,608,27/07/18,06:15:00
36.2,34.7,952.8,616,27/07/18,06:15:10
35.1,34.7,952.7,620,27/07/18,06:15:20
35.6,34.7,952.9,606,27/07/18,06:15:30
37.2,34.7,952.8,629,27/07/18,06:15:40
38.9,34.7,952.7,630,27/07/18,06:15:50
37.9,34.7,952.8,622,27/07/18,06:16:00
36.5,34.7,952.9,616,27/07/18,06:16:10
36.9,34.7,952.8,614,27/07/18,06:16:20
35.9,34.7,952.8,620,27/07/18,06:16:30
35.6,34.7,952.8,612,27/07/18,06:16:40
35.4,34.7,952.8,628,27/07/18,06:16:50
34.6,34.7,952.8,628,27/07/18,06:17:00
34.3,34.7,952.9,617,27/07/18,06:17:10
36.0,34.7,952.8,630,27/07/18,06:17:20
