O3,a,b,c,date,timestamp
33.6,36.9,948.7,733,11/08/18,03:29:55
34.5,36.9,948.7,746,11/08/18,03:30:05
35.8,36.9,948.7,745,11/08/18,03:30:15
34.7,36.9,948.7,736,11/08/18,03:30:25
33.2,36.9,948.7,737,11/08/18,03:30:35
33.6,36.9,948.7,741,11/08/18,03:30:45
35.5,36.9,948.7,740,11/08/18,03:30:55
36.7,36.9,948.8,742,11/08/18,03:31:05
35.7,36.9,948.7,741,11/08/18,03:31:15
34.5,36.9,948.7,734,11/08/18,03:31:25
34.4,36.9,948.7,740,11/08/18,03:31:35
34.4,36.9,948.8,740,11/08/18,03:31:45
34.2,36.9,948.8,736,11/08/18,03:31:55
34.6,36.9,948.8,740,11/08/18,03:32:05
35.1,36.9,948.7,737,11/08/18,03:32:15
34.2,36.9,948.7,739,11/08/18,03:32:25
32.6,36.9,948.8,743,11/08/18,03:32:35
32.5,36.9,948.7,743,11/08/18,03:32:45
32.9,36.9,948.8,738,11/08/18,03:32:55
34.4,36.9,948.8,739,11/08/18,03:33:05
34.7,36.9,948.8,742,11/08/18,03:33:15
33.7,36.9,948.7,735,11/08/18,03:33:25
34.4,36.9,948.7,738,11/08/18,03:33:35
36.0,36.9,948.7,744,11/08/18,03:33:45
36.6,36.9,948.6,745,11/08/18,03:33:55
34.9,36.9,948.7,740,11/08/18,03:34:05
33.2,36.9,948.8,735,11/08/18,03:34:15
34.9,36.9,948.8,732,11/08/18,03:34:25
35.7,36.9,948.8,732,11/08/18,03:34:35
34.3,36.9,948.8,746,11/08/18,03:34:45
35.5,36.9,948.8,733,11/08/18,03:34:55
36.2,36.9,948.8,734,11/08/18,03:35:05
35.3,36.9,948.8,739,11/08/18,03:35:15
35.0,36.9,948.7,737,11/08/18,03:35:25
36.6,36.9,948.7,735,11/08/18,03:35:35
35.4,36.9,948.8,740,11/08/18,03:35:45
34.4,36.9,948.8,735,11/08/18,03:35:55
36.4,36.9,948.8,744,11/08/18,03:36:05
35.3,36.9,948.7,744,11/08/18,03:36:15
33.7,36.9,948.8,739,11/08/18,03:36:25
33.6,36.9,948.7,741,11/08/18,03:36:35
34.1,36.9,948.7,736,11/08/18,03:36:45
35.8,36.9,948.7,740,11/08/18,03:36:55
35.8,36.9,948.8,737,11/08/18,03:37:05
35.2,36.9,948.7,745,11/08/18,03:37:15
35.2,36.9,948.8,743,11/08/18,03:37:25
34.7,36.9,948.8,744,11/08/18,03:37:35
34.6,36.9,948.8,740,11/08/18,03:37:45
34.9,36.9,948.9,739,11/08/18,03:37:55
35.4,36.9,948.8,736,11/08/18,03:38:05
33.7,36.9,948.8,732,11/08/18,03:38:15
33.5,36.9,948.8,743,11/08/18,03:38:25
34.5,36.9,948.8,741,11/08/18,03:38:35
32.3,36.9,948.8,737,11/08/18,03:38:45
33.7,36.9,948.8,729,11/08/18,03:38:55
35.7,36.9,948.8,731,11/08/18,03:39:05
33.6,36.9,948.8,735,11/08/18,03:39:15
33.4,36.9,948.8,736,11/08/18,03:39:25
34.0,36.9,948.7,743,11/08/18,03:39:35
35.6,36.9,948.7,743,11/08/18,03:39:45
36.2,36.9,948.7,741,11/08/18,03:39:55
35.6,36.9,948.8,741,11/08/18,03:40:05
35.5,36.9,948.8,743,11/08/18,03:40:15
35.3,36.9,948.8,741,11/08/18,03:40:25
33.6,36.9,948.9,740,11/08/18,03:40:35
32.7,36.9,948.8,735,11/08/18,03:40:45
34.2,36.9,948.9,739,11/08/18,03:40:55
36.2,36.9,948.9,735,11/08/18,03:41:05
36.5,36.9,948.8,739,11/08/18,03:41:15
35.7,36.9,948.8,735,11/08/18,03:41:25
35.6,36.9,948.8,739,11/08/18,03:41:35
35.1,36.9,948.9,739,11/08/18,03:41:45
35.2,36.9,948.8,741,11/08/18,03:41:55
35.7,36.9,948.9,746,11/08/18,03:42:05
36.6,36.9,948.9,736,11/08/18,03:42:15
37.4,36.9,948.9,734,11/08/18,03:42:25
35.9,36.9,948.9,739,11/08/18,03:42:35
34.0,36.9,948.9,745,11/08/18,03:42:45
34.3,36.9,948.9,738,11/08/18,03:42:55
34.0,36.9,949.0,736,11/08/18,03:43:05
34.1,36.9,949.0,743,11/08/18,03:43:15
34.3,36.9,948.9,739,11/08/18,03:43:25
34.2,36.9,948.9,739,11/08/18,03:43:35
35.5,36.9,948.9,729,11/08/18,03:43:45
35.9,36.9,948.9,738,11/08/18,03:43:55
35.1,36.9,948.9,739,11/08/18,03:44:05
34.6,36.9,948.9,738,11/08/18,03:44:15
35.3,36.9,948.9,732,11/08/18,03:44:25
34.7,36.9,948.9,735,11/08/18,03:44:35
34.4,36.9,948.9,744,11/08/18,03:44:45
34.5,36.9,948.9,741,11/08/18,03:44:55
34.8,36.9,948.9,739,11/08/18,03:45:05
35.5,36.9,948.8,737,11/08/18,03:45:15
34.3,36.9,948.9,740,11/08/18,03:45:25
33.5,36.9,948.9,743,11/08/18,03:45:35
35.4,36.9,948.9,744,11/08/18,03:45:45
36.9,36.9,948.9,737,11/08/18,03:45:55
35.9,36.9,948.8,732,11/08/18,03:46:05
35.2,36.9,948.9,739,11/08/18,03:46:15
35.5,36.9,948.9,738,11/08/18,03:46:25
34.3,36.9,948.8,741,11/08/18,03:46:35
32.5,36.9,948.8,731,11/08/18,03:46:45
33.0,36.9,948.8,737,11/08/18,03:46:55
34.3,36.9,948.9,733,11/08/18,03:47:05
34.0,36.9,948.9,731,11/08/18,03:47:15
34.7,36.9,948.9,733,11/08/18,03:47:25
36.3,36.9,948.9,741,11/08/18,03:47:35
34.9,36.9,948.8,743,11/08/18,03:47:45
33.8,36.9,948.8,737,11/08/18,03:47:55
34.3,36.9,948.8,739,11/08/18,03:48:05
34.9,36.9,948.8,739,11/08/18,03:48:15
34.8,36.9,948.8,733,11/08/18,03:48:25
34.8,36.9,948.8,742,11/08/18,03:48:35
35.3,36.9,948.8,738,11/08/18,03:48:45
35.9,36.9,948.8,740,11/08/18,03:48:55
36.3,36.9,948.9,732,11/08/18,03:49:05
35.3,36.9,948.9,729,11/08/18,03:49:15
33.8,36.9,948.8,734,11/08/18,03:49:25
33.8,36.9,948.9,736,11/08/18,03:49:35
35.4,36.9,948.8,735,11/08/18,03:49:45
34.2,36.9,948.9,736,11/08/18,03:49:55
33.6,36.9,948.8,738,11/08/18,03:50:05
35.0,36.9,948.8,736,11/08/18,03:50:15
34.0,36.9,948.8,738,11/08/18,03:50:25
33.5,36.9,948.8,740,11/08/18,03:50:35
33.7,36.9,948.8,744,11/08/18,03:50:45
35.8,36.9,948.8,734,11/08/18,03:50:55
37.1,36.9,948.8,734,11/08/18,03:51:05
34.4,36.9,948.8,741,11/08/18,03:51:15
33.7,36.9,948.9,730,11/08/18,03:51:25
35.7,36.9,948.9,737,11/08/18,03:51:35
34.6,36.9,948.9,735,11/08/18,03:51:45
32.3,36.9,948.9,731,11/08/18,03:51:55
32.6,36.9,948.9,735,11/08/18,03:52:05
32.9,36.9,949.0,739,11/08/18,03:52:15
33.8,36.9,948.9,740,11/08/18,03:52:25
34.2,36.9,948.9,734,11/08/18,03:52:35
34.0,36.9,948.9,737,11/08/18,03:52:45
34.7,36.9,948.9,735,11/08/18,03:52:55
34.7,36.9,948.8,740,11/08/18,03:53:05
33.6,36.9,948.8,741,11/08/18,03:53:15
34.4,36.9,948.9,736,11/08/18,03:53:25
34.6,36.9,948.8,736,11/08/18,03:53:35
33.8,36.9,948.8,741,11/08/18,03:53:45
34.5,36.9,948.9,733,11/08/18,03:53:55
34.1,36.9,948.8,741,11/08/18,03:54:05
36.0,36.9,948.9,736,11/08/18,03:54:15
36.4,36.9,948.9,738,11/08/18,03:54:25
34.1,36.9,948.9,738,11/08/18,03:54:35
33.1,36.9,948.9,735,11/08/18,03:54:45
32.3,36.9,948.9,737,11/08/18,03:54:55
32.5,36.8,949.0,733,11/08/18,03:55:05
32.2,36.8,948.9,740,11/08/18,03:55:15
32.3,36.8,948.9,738,11/08/18,03:55:25
32.2,36.8,949.0,739,11/08/18,03:55:35
32.8,36.8,949.0,737,11/08/18,03:55:45
33.7,36.8,949.0,735,11/08/18,03:55:55
34.0,36.8,949.0,739,11/08/18,03:56:05
34.5,36.8,948.9,733,11/08/18,03:56:15
34.2,36.8,948.9,738,11/08/18,03:56:25
33.0,36.8,948.9,738,11/08/18,03:56:35
33.1,36.8,948.9,731,11/08/18,03:56:45
33.7,36.8,949.0,735,11/08/18,03:56:55
33.1,36.8,949.0,733,11/08/18,03:57:05
34.6,36.8,949.0,732,11/08/18,03:57:15
35.2,36.8,948.9,743,11/08/18,03:57:25
34.3,36.8,948.9,732,11/08/18,03:57:35
34.7,36.8,949.0,731,11/08/18,03:57:45
35.0,36.8,949.0,740,11/08/18,03:57:55
34.6,36.8,948.9,735,11/08/18,03:58:05
34.1,36.8,948.9,733,11/08/18,03:58:15
34.1,36.8,948.8,730,11/08/18,03:58:25
34.6,36.8,948.8,741,11/08/18,03:58:35
34.7,36.8,948.8,732,11/08/18,03:58:45
33.8,36.8,948.8,729,11/08/18,03:58:55
33.8,36.8,948.9,736,11/08/18,03:59:05
33.9,36.8,948.9,737,11/08/18,03:59:15
33.6,36.8,948.9,729,11/08/18,03:59:25
33.1,36.8,948.9,734,11/08/18,03:59:35
34.0,36.8,948.9,741,11/08/18,03:59:45
35.2,36.8,948.9,737,11/08/18,03:59:55
34.5,36.8,948.9,741,11/08/18,04:00:05
33.8,36.8,948.9,728,11/08/18,04:00:15
32.7,36.8,948.9,736,11/08/18,04:00:25
31.6,36.8,948.9,736,11/08/18,04:00:35
32.2,36.8,949.0,733,11/08/18,04:00:45
32.4,36.8,949.0,733,11/08/18,04:00:55
32.3,36.8,949.0,731,11/08/18,04:01:05
33.3,36.8,949.0,737,11/08/18,04:01:15
34.2,36.7,948.9,743,11/08/18,04:01:25
34.1,36.8,949.0,736,11/08/18,04:01:35
33.6,36.7,948.9,733,11/08/18,04:01:45
33.8,36.7,948.9,734,11/08/18,04:01:55
34.1,36.7,948.9,737,11/08/18,04:02:05
33.7,36.7,948.9,729,11/08/18,04:02:15
32.5,36.7,949.0,732,11/08/18,04:02:25
32.3,36.7,948.9,733,11/08/18,04:02:35
33.5,36.7,948.9,736,11/08/18,04:02:45
32.4,36.7,948.9,742,11/08/18,04:02:55
31.4,36.7,948.9,734,11/08/18,04:03:05
33.3,36.7,948.8,731,11/08/18,04:03:15
34.0,36.7,948.8,728,11/08/18,04:03:25
34.0,36.7,948.9,739,11/08/18,04:03:35
34.0,36.7,949.0,732,11/08/18,04:03:45
34.0,36.7,948.9,732,11/08/18,04:03:55
34.6,36.7,948.9,735,11/08/18,04:04:05
34.1,36.7,948.9,737,11/08/18,04:04:15
33.1,36.7,948.9,733,11/08/18,04:04:25
34.0,36.7,948.8,737,11/08/18,04:04:35
34.4,36.7,948.8,732,11/08/18,04:04:45
33.0,36.7,948.9,733,11/08/18,04:04:55
32.8,36.7,948.9,735,11/08/18,04:05:05
33.3,36.7,948.9,732,11/08/18,04:05:15
32.8,36.7,948.9,734,11/08/18,04:05:25
34.0,36.7,948.9,737,11/08/18,04:05:35
35.1,36.7,948.9,736,11/08/18,04:05:45
34.7,36.7,948.9,735,11/08/18,04:05:55
34.3,36.7,949.0,729,11/08/18,04:06:05
34.2,36.7,949.0,735,11/08/18,04:06:15
34.5,36.7,948.9,734,11/08/18,04:06:25
34.5,36.7,948.9,737,11/08/18,04:06:35
33.6,36.7,948.9,738,11/08/18,04:06:45
32.6,36.7,948.9,735,11/08/18,04:06:55
32.6,36.6,948.9,739,11/08/18,04:07:05
32.1,36.6,948.9,734,11/08/18,04:07:15
33.4,36.6,948.9,733,11/08/18,04:07:25
33.9,36.6,949.0,731,11/08/18,04:07:35
32.6,36.6,948.9,737,11/08/18,04:07:45
33.3,36.6,949.0,731,11/08/18,04:07:55
33.2,36.6,948.9,736,11/08/18,04:08:05
33.8,36.6,948.9,734,11/08/18,04:08:15
34.0,36.6,948.9,728,11/08/18,04:08:25
34.6,36.6,949.0,733,11/08/18,04:08:35
34.1,36.6,948.9,732,11/08/18,04:08:45
33.3,36.6,949.0,728,11/08/18,04:08:55
32.9,36.6,948.9,738,11/08/18,04:09:05
32.3,36.6,949.0,737,11/08/18,04:09:15
33.2,36.6,948.9,737,11/08/18,04:09:25
32.9,36.6,949.0,732,11/08/18,04:09:35
31.9,36.6,949.1,726,11/08/18,04:09:45
31.9,36.6,949.0,736,11/08/18,04:09:55
33.3,36.6,948.9,731,11/08/18,04:10:05
34.1,36.6,949.0,737,11/08/18,04:10:15
33.8,36.6,949.0,732,11/08/18,04:10:25
32.9,36.6,949.0,734,11/08/18,04:10:35
31.3,36.6,949.0,732,11/08/18,04:10:45
31.6,36.6,949.0,732,11/08/18,04:10:55
33.4,36.6,949.0,738,11/08/18,04:11:05
33.1,36.6,949.0,735,11/08/18,04:11:15
31.9,36.6,948.9,729,11/08/18,04:11:25
31.1,36.6,948.9,735,11/08/18,04:11:35
31.9,36.6,948.9,731,11/08/18,04:11:45
32.3,36.6,949.0,732,11/08/18,04:11:55
38.1,36.6,949.0,736,11/08/18,04:12:05
37.4,36.6,948.9,728,11/08/18,04:12:15
31.5,36.6,948.9,728,11/08/18,04:12:25
31.5,36.6,948.9,734,11/08/18,04:12:35
31.2,36.6,948.9,730,11/08/18,04:12:45
33.1,36.6,948.8,733,11/08/18,04:12:55
33.2,36.6,948.9,731,11/08/18,04:13:05
32.9,36.6,948.9,735,11/08/18,04:13:15
32.6,36.6,948.8,732,11/08/18,04:13:25
31.8,36.6,948.9,736,11/08/18,04:13:35
32.2,36.5,948.9,735,11/08/18,04:13:45
32.3,36.5,948.9,736,11/08/18,04:13:55
31.5,36.5,949.0,733,11/08/18,04:14:05
32.3,36.5,949.0,738,11/08/18,04:14:15
32.9,36.5,948.9,734,11/08/18,04:14:25
31.9,36.5,949.0,730,11/08/18,04:14:35
31.7,36.5,949.0,732,11/08/18,04:14:45
32.6,36.5,949.0,735,11/08/18,04:14:55
33.4,36.5,948.9,731,11/08/18,04:15:05
33.0,36.5,948.9,739,11/08/18,04:15:15
32.2,36.5,949.0,727,11/08/18,04:15:25
33.3,36.5,948.9,729,11/08/18,04:15:35
33.7,36.5,949.0,731,11/08/18,04:15:45
32.2,36.5,949.0,731,11/08/18,04:15:55
33.5,36.5,949.0,728,11/08/18,04:16:05
32.0,36.5,949.0,727,11/08/18,04:16:15
30.7,36.5,949.1,729,11/08/18,04:16:25
32.4,36.5,949.0,725,11/08/18,04:16:35
33.1,36.5,949.0,727,11/08/18,04:16:45
33.1,36.5,949.0,730,11/08/18,04:16:55
32.6,36.5,949.0,723,11/08/18,04:17:05
32.8,36.5,949.0,733,11/08/18,04:17:15
32.9,36.5,949.0,733,11/08/18,04:17:25
32.4,36.5,949.1,732,11/08/18,04:17:35
31.2,36.5,949.0,730,11/08/18,04:17:45
31.5,36.4,949.0,730,11/08/18,04:17:55
31.6,36.4,949.0,732,11/08/18,04:18:05
31.3,36.4,949.0,737,11/08/18,04:18:15
31.9,36.4,949.0,736,11/08/18,04:18:25
32.7,36.4,949.0,733,11/08/18,04:18:35
32.8,36.4,948.7,758,11/08/18,04:18:45
31.2,36.4,948.8,747,11/08/18,04:18:55
30.9,36.4,949.0,735,11/08/18,04:19:05
30.7,36.4,949.0,728,11/08/18,04:19:15
31.9,36.4,949.0,728,11/08/18,04:19:25
34.0,36.4,949.0,728,11/08/18,04:19:35
32.2,36.4,949.0,740,11/08/18,04:19:45
30.4,36.4,948.9,730,11/08/18,04:19:55
31.3,36.4,949.0,731,11/08/18,04:20:05
32.9,36.4,949.0,735,11/08/18,04:20:15
32.8,36.4,949.0,730,11/08/18,04:20:25
32.4,36.4,949.0,737,11/08/18,04:20:35
32.3,36.4,949.0,733,11/08/18,04:20:45
30.9,36.4,949.0,732,11/08/18,04:20:55
30.7,36.4,948.9,729,11/08/18,04:21:05
29.5,36.4,948.9,730,11/08/18,04:21:15
30.8,36.4,948.9,730,11/08/18,04:21:25
32.5,36.4,949.0,735,11/08/18,04:21:35
32.2,36.4,949.0,731,11/08/18,04:21:45
32.4,36.4,949.0,733,11/08/18,04:21:55
33.1,36.4,949.0,735,11/08/18,04:22:05
32.7,36.4,949.0,735,11/08/18,04:22:15
33.5,36.4,949.0,729,11/08/18,04:22:25
33.7,36.4,949.0,736,11/08/18,04:22:35
31.6,36.4,949.0,730,11/08/18,04:22:45
31.5,36.4,949.0,731,11/08/18,04:22:55
32.3,36.4,949.0,729,11/08/18,04:23:05
32.3,36.3,948.9,732,11/08/18,04:23:15
32.8,36.3,949.1,729,11/08/18,04:23:25
33.7,36.3,949.0,725,11/08/18,04:23:35
32.1,36.3,948.9,728,11/08/18,04:23:45
32.5,36.3,949.0,729,11/08/18,04:23:55
34.0,36.3,949.0,730,11/08/18,04:24:05
33.3,36.3,949.0,730,11/08/18,04:24:15
33.2,36.3,949.0,734,11/08/18,04:24:25
33.5,36.3,949.0,731,11/08/18,04:24:35
32.9,36.3,949.0,735,11/08/18,04:24:45
32.5,36.3,949.1,734,11/08/18,04:24:55
32.5,36.3,949.0,731,11/08/18,04:25:05
32.7,36.3,949.0,740,11/08/18,04:25:15
32.6,36.3,949.0,721,11/08/18,04:25:25
32.4,36.3,949.0,729,11/08/18,04:25:35
33.3,36.3,949.0,732,11/08/18,04:25:45
32.8,36.3,949.0,729,11/08/18,04:25:55
31.0,36.3,949.0,734,11/08/18,04:26:05
32.1,36.3,948.9,724,11/08/18,04:26:15
33.0,36.3,948.9,725,11/08/18,04:26:25
32.3,36.3,948.9,725,11/08/18,04:26:35
32.6,36.3,949.0,733,11/08/18,04:26:45
33.2,36.3,948.9,737,11/08/18,04:26:55
34.0,36.3,948.9,722,11/08/18,04:27:05
33.3,36.3,948.9,729,11/08/18,04:27:15
31.7,36.3,949.0,725,11/08/18,04:27:25
33.6,36.3,949.0,731,11/08/18,04:27:35
35.6,36.3,949.0,728,11/08/18,04:27:45
33.7,36.3,949.0,728,11/08/18,04:27:55
33.3,36.3,948.9,738,11/08/18,04:28:05
33.1,36.3,948.9,738,11/08/18,04:28:15
30.4,36.3,948.9,733,11/08/18,04:28:25
30.1,36.3,948.9,731,11/08/18,04:28:35
31.6,36.3,948.9,728,11/08/18,04:28:45
31.4,36.2,948.9,730,11/08/18,04:28:55
30.4,36.2,948.9,728,11/08/18,04:29:05
